"TOA5","CR1000XSeries_1","CR1000X","8302","CR1000X.Std.02.00","CPU:LineQuantum.CR1X","16901","Quantum"
"TIMESTAMP","RECORD","BattV_Min","PanelT","PPF1_Avg","PPF2_Avg","PPF3_Avg","PPF4_Avg","PPF5_Avg","PPF_above_Avg"
"TS","RN","","","","","","","",""
"","","Min","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-08-20 13:31:01",196,13.34349,28.93304,1458.511,1718.4,1729.388,1824.123,999.3279,1832.271
"2020-08-20 13:31:01.5",197,13.34373,28.93335,1460.88,1716.335,1729.306,1824.304,998.028,1833.185
"2020-08-20 13:31:02",198,13.34356,28.93372,1458.836,1717.493,1730.118,1825.387,999.3964,1835.176
"2020-08-20 13:31:02.5",199,13.34363,28.93405,1460.7,1720.059,1730.438,1826.313,1000.111,1833.328
"2020-08-20 13:31:03",200,13.34359,28.93466,1467.109,1715.359,1729.111,1825.759,998.4904,1837.6
"2020-08-20 13:31:03.5",201,13.34367,28.93509,1464.129,1719.154,1731.543,1826.375,1000.152,1837.753
"2020-08-20 13:31:04",202,13.3436,28.93539,1460.742,1718.017,1728.739,1829.191,1001.51,1836.592
"2020-08-20 13:31:04.5",203,13.34367,28.93579,1458.217,1713.194,1722.606,1825.028,999.9332,1833.415
"2020-08-20 13:31:05",204,13.34361,28.93625,1451.624,1711.589,1726.662,1822.249,999.5601,1835.604
"2020-08-20 13:31:05.5",205,13.34375,28.93643,1457.264,1720.476,1729.539,1825.009,999.3608,1834.976
"2020-08-20 13:31:06",206,13.34365,28.93689,1486.88,1724.247,1729.602,1824.111,999.6179,1836.902
"2020-08-20 13:31:06.5",207,13.34373,28.93735,1481.089,1724.872,1729.574,1823.861,999.8544,1833.251
"2020-08-20 13:31:07",208,13.34369,28.93777,1490.3,1723.2,1727.663,1821.421,998.648,1832.139
"2020-08-20 13:31:07.5",209,13.34375,28.93796,1483.705,1720.109,1727.957,1821.398,999.1263,1833.172
"2020-08-20 13:31:08",210,13.34372,28.93845,1487.735,1721.191,1726.048,1821.304,999.8078,1834.302
"2020-08-20 13:31:08.5",211,13.34371,28.93893,1485.853,1721.109,1727.953,1823.457,998.9961,1838.021
"2020-08-20 13:31:09",212,13.34359,28.93915,1482.927,1723.926,1732.057,1829.288,1000.49,1839.179
"2020-08-20 13:31:09.5",213,13.34381,28.93964,1486.653,1722.818,1727.856,1825.145,1001.42,1836.093
"2020-08-20 13:31:10",214,13.34314,28.94019,1487.474,1727.649,1732.694,1826.659,1003.105,1840.042
"2020-08-20 13:31:10.5",215,13.34385,28.94046,1489.539,1714.85,1662.791,1770.68,1001.648,1833.092
"2020-08-20 13:31:11",216,13.34367,28.94089,1489.063,1724.991,1730.019,1826.96,1000.965,1835.17
"2020-08-20 13:31:11.5",217,13.34366,28.94131,1486.11,1718.802,1724.462,1821.166,999.4219,1832.188
"2020-08-20 13:31:12",218,13.34367,28.94174,1482.513,1716.638,1723.545,1814.758,997.5866,1828.151
"2020-08-20 13:31:12.5",219,13.34368,28.94205,1482.643,1713.599,1721.861,1815.953,997.0332,1827.242
"2020-08-20 13:31:13",220,13.34373,28.94263,1479.141,1712.218,1718.591,1815.515,996.8765,1827.36
"2020-08-20 13:31:13.5",221,13.34374,28.94299,1476.842,1710.422,1721.305,1815.798,996.5186,1828.127
"2020-08-20 13:31:14",222,13.3436,28.94327,1480.126,1713.912,1722.113,1816.833,997.9668,1831.042
"2020-08-20 13:31:14.5",223,13.3436,28.94376,1481.53,1717.678,1724.302,1818.675,998.1056,1832.27
"2020-08-20 13:31:15",224,13.34356,28.94412,1485.01,1722.056,1728.546,1824.155,1001.472,1835.392
"2020-08-20 13:31:15.5",225,13.34361,28.94467,1487.674,1725.325,1729.702,1825.308,1001.687,1837.091
"2020-08-20 13:31:16",226,13.34363,28.94479,1487.344,1723.273,1729.01,1823.516,1001.282,1835.123
"2020-08-20 13:31:16.5",227,13.3437,28.94522,1486.267,1718.868,1725.483,1820.052,999.6237,1831.98
